Diagnostico_Codigo;Diagnostico_Desc
N750;QUISTE DE LA GLÁNDULA DE BARTHOLIN
T658;EFECTOS TÓXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS
I742;EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS SUPERIORES
Z658;OTROS PROBLEMAS ESPECIFICADOS RELACIONADOS CON CIRCUNSTANCIAS PSICOSOCIALES
S035;ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CABEZA
S717;HERIDAS MÚLTIPLES DE LA CADERA Y DEL MUSLO
R294;CHASQUIDO DE LA CADERA
Y843;TERAPIA POR CHOQUE
M501;TRASTORNO DE DISCO CERVICAL CON RADICULOPATÍA
C021;TUMOR MALIGNO DEL BORDE DE LA LENGUA
N602;FIBROADENOSIS DE MAMA
F316;TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE
C729;TUMOR MALIGNO DEL SISTEMA NERVIOSO CENTRAL, SIN OTRA ESPECIFICACIÓN
G729;MIOPATÍA, NO ESPECIFICADA
A082;ENTERITIS DEBIDA A ADENOVIRUS
B279;MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA
H043;INFLAMACIÓN AGUDA Y LA NO ESPECIFICADA DE LAS VÍAS LAGRIMALES
S529;FRACTURA DEL ANTEBRAZO, PARTE NO ESPECIFICADA
K565;ADHERENCIAS [BRIDAS] INTESTINALES CON OBSTRUCCIÓN
C253;TUMOR MALIGNO DEL CONDUCTO PANCREÁTICO
S518;HERIDA DE OTRAS PARTES DEL ANTEBRAZO
G040;ENCEFALITIS AGUDA DISEMINADA
L909;TRASTORNO ATRÓFICO DE LA PIEL, NO ESPECIFICADO
F313;TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO
S909;TRAUMATISMO SUPERFICIAL DEL PIE Y DEL TOBILLO, NO ESPECIFICADO
E049;BOCIO NO TÓXICO, NO ESPECIFICADO
S902;CONTUSIÓN DE DEDO(S) DEL PIE CON DAÑO DE LA(S) UÑA(S)
E298;OTRAS DISFUNCIONES TESTICULARES
G309;ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA
K294;GASTRITIS CRÓNICA ATRÓFICA
B028;HERPES ZOSTER CON OTRAS COMPLICACIONES
Z501;OTRAS TERAPIAS FÍSICAS
J013;SINUSITIS ESFENOIDAL AGUDA
Q619;ENFERMEDAD QUÍSTICA DEL RIÑÓN, NO ESPECIFICADA
M181;OTRAS ARTROSIS PRIMARIAS DE LA PRIMERA ARTICULACIÓN CARPOMETACARPIANA
S345;TRAUMATISMO DE NERVIOS(S) SIMPÁTICO(S) LUMBAR(ES), SACRO(S) Y PÉLVICO(S)
L444;ACRODERMATITIS PAPULAR INFANTIL [GIANNOTTI-CROSTI]
N813;PROLAPSO UTEROVAGINAL COMPLETO
N911;AMENORREA SECUNDARIA
A600;INFECCIÓN DE GENITALES Y TRAYECTO UROGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE]
C024;TUMOR MALIGNO DE LA AMÍGDALA LINGUAL
E781;HIPERGLICERIDEMIA PURA
K051;GINGIVITIS CRÓNICA
E059;TIROTOXICOSIS, NO ESPECIFICADA
J91X;DERRAME PLEURAL EN AFECCIONES CLASIFICADAS EN OTRA PARTE
C851;LINFOMA DE CÉLULAS B, SIN OTRA ESPECIFICACIÓN
T280;QUEMADURA DE LA BOCA Y DE LA FARINGE
I493;DESPOLARIZACIÓN VENTRICULAR PREMATURA
W549;MORDEDURA O ATAQUE DE PERRO, EN LUGAR NO ESPECIFICADO
I470;ARRITMIA POR REENTRADA VENTRICULAR
Y579;EFECTOS ADVERSOS DE DROGAS O MEDICAMENTOS NO ESPECIFICADOS
K578;ENFERMEDAD DIVERTICULAR DEL INTESTINO, PARTE NO ESPECIFICADA, CON PERFORACIÓN Y ABSCESO
S670;TRAUMATISMO POR APLASTAMIENTO DEL PULGAR Y OTRO(S) DEDO(S)
D037;MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA
S666;TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS FLEXORES A NIVEL DE LA MUÑECA Y DE LA MANO
J108;INFLUENZA, CON OTRAS MANIFESTACIONES, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO
S328;FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS
F420;PREDOMINIO DE PENSAMIENTOS O RUMIACIONES OBSESIVAS
D075;CARCINOMA IN SITU DE LA PRÓSTATA
M715;OTRAS BURSITIS, NO CLASIFICADAS EN OTRA PARTE
L89X;ULCERA DE DECÚBITO
J338;OTROS PÓLIPOS DE LOS SENOS PARANASALES
O440;PLACENTA PREVIA CON ESPECIFICACIÓN DE QUE NO HUBO HEMORRAGIA
P051;PEQUEÑO PARA LA EDAD GESTACIONAL
M312;GRANULOMA LETAL DE LA LÍNEA MEDIA
S408;OTROS TRAUMATISMOS SUPERFICIALES DEL HOMBRO Y DEL BRAZO
J22X;INFECCION AGUDA NO ESPECIFICADA DE LAS VIAS RESPIRATORIAS INFERIORES
O034;ABORTO ESPONTÁNEO, INCOMPLETO, SIN COMPLICACIÓN
S647;TRAUMATISMO DE MÚLTIPLES NERVIOS A NIVEL DE LA MUÑECA Y DE LA MANO
M250;HEMARTROSIS
C632;TUMOR MALIGNO DEL ESCROTO
O441;PLACENTA PREVIA CON HEMORRAGIA
B360;PITIRIASIS VERSICOLOR
S863;TRAUMATISMO DE TENDÓN(ES) Y MÚSCULO(S) DEL GRUPO MUSCULAR PERONEO A NIVEL DE LA PIERNA
I862;VÁRICES PÉLVICAS
S609;TRAUMATISMO SUPERFICIAL DE LA MUÑECA Y DE LA MANO, NO ESPECIFICADO
J030;AMIGDALITIS ESTREPTOCÓCICA
G800;PARÁLISIS CEREBRAL ESPÁSTICA
K515;PROCTOCOLITIS MUCOSA
M512;OTROS DESPLAZAMIENTOS ESPECIFICADOS DE DISCO INTERVERTEBRAL
S667;TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS EXTENSORES A NIVEL DE LA MUÑECA Y DE LA MANO
O152;ECLAMPSIA EN EL PUERPERIO
Z500;REHABILITACIÓN CARDÍACA
M795;CUERPO EXTRAÑO RESIDUAL EN TEJIDO BLANDO
S697;TRAUMATISMOS MÚLTIPLES DE LA MUÑECA Y DE LA MANO
R100;ABDOMEN AGUDO
K092;OTROS QUISTES DE LOS MAXILARES
J170;NEUMONÍA EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
Q531;TESTÍCULO NO DESCENDIDO, UNILATERAL
J340;ABSCESO, FURÚNCULO Y CARBUNCO DE LA NARIZ
N049;SÍNDROME NEFRÓTICO, NO ESPECIFICADA
I630;INFARTO CEREBRAL DEBIDO A TROMBOSIS DE ARTERIAS PRECEREBRALES
K717;ENFERMEDAD TÓXICA DEL HÍGADO CON CIRROSIS Y FIBROSIS DEL HÍGADO
W224;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN CALLES Y CARRETERAS
H260;CATARATA INFANTIL, JUVENIL Y PRESENIL
F980;ENURESIS NO ORGÁNICA
N943;SÍNDROME DE TENSIÓN PREMENSTRUAL
D071;CARCINOMA IN SITU DE LA VULVA
R600;EDEMA LOCALIZADO
P551;INCOMPATIBILIDAD ABO DEL FETO Y DEL RECIÉN NACIDO
S507;TRAUMATISMOS SUPERFICIALES MÚLTIPLES DEL ANTEBRAZO
R298;OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR Y LOS NO ESPECIFICADOS
M509;TRASTORNO DE DISCO CERVICAL, NO ESPECIFICADO
E145;DIABETES MELLITUS, NO ESPECIFICADA, CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS
N814;PROLAPSO UTEROVAGINAL, SIN OTRA ESPECIFICACIÓN
G570;LESIÓN DEL NERVIO CIÁTICO
J81X;EDEMA PULMONAR
Z958;PRESENCIA DE OTROS INJERTOS Y PRÓTESIS CARDIOVASCULARES
W548;MORDEDURA O ATAQUE DE PERRO, EN OTRO LUGAR ESPECIFICADO
C959;LEUCEMIA, NO ESPECIFICADA
L400;PSORIASIS VULGAR
Z966;PRESENCIA DE IMPLANTE ORTOPÉDICO ARTICULAR
C186;TUMOR MALIGNO DEL COLON DESCENDENTE
X610;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, EN VIVIENDA
N944;DISMENORREA PRIMARIA
H473;OTROS TRASTORNOS DEL DISCO ÓPTICO
C530;TUMOR MALIGNO DEL ENDOCÉRVIX
S428;FRACTURA DE OTRAS PARTES DEL HOMBRO Y DEL BRAZO
O244;DIABETES MELLITUS QUE SE ORIGINA CON EL EMBARAZO
Z878;HISTORIA PERSONAL DE OTRAS AFECCIONES ESPECIFICADAS
M890;ALGONEURODISTROFIA
F051;DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA
K820;OBSTRUCCIÓN DE LA VESÍCULA BILIAR
S889;AMPUTACIÓN TRAUMÁTICA DE LA PIERNA, NIVEL NO ESPECIFICADO
M479;ESPONDILOSIS, NO ESPECIFICADA
O926;GALACTORREA
E559;DEFICIENCIA DE VITAMINA D, NO ESPECIFICADA
D045;CARCINOMA IN SITU DE LA PIEL DEL TRONCO
H808;OTRAS OTOSCLEROSIS
S070;TRAUMATISMO POR APLASTAMIENTO DE LA CARA
M508;OTROS TRASTORNOS DE DISCO CERVICAL
S912;HERIDA DE DEDO(S) DEL PIE CON DAÑO DE LA(S) UÑA(S)
C448;LESIÓN DE SITIOS CONTIGUOS DE LA PIEL
H600;ABSCESO DEL OÍDO EXTERNO
G219;PARKINSONISMO SECUNDARIO, NO ESPECIFICADO
F452;TRASTORNO HIPOCONDRÍACO
N180;INSUFICIENCIA RENAL TERMINAL
S669;TRAUMATISMO DE TENDÓN Y MÚSCULO NO ESPECIFICADO, A NIVEL DE LA MUÑECA Y DE LA MANO
F209;ESQUIZOFRENIA, NO ESPECIFICADA
P271;DISPLASIA BRONCOPULMONAR ORIGINADA EN EL PERÍODO PERINATAL
K650;PERITONITIS AGUDA
P010;FETO Y RECIÉN NACIDO AFECTADOS POR INCOMPETENCIA DEL CUELLO UTERINO
I890;LINFEDEMA, NO CLASIFICADO EN OTRA PARTE
G438;OTRAS MIGRAÑAS
O809;PARTO ÚNICO ESPONTÁNEO, SIN OTRA ESPECIFICACIÓN
L410;PITIRIASIS LIQUENOIDE Y VARIOLIFORME AGUDA
C753;TUMOR MALIGNO DE LA GLÁNDULA PINEAL
C844;LINFOMA DE CÉLULAS T PERIFÉRICO
S223;FRACTURA DE COSTILLA
G932;HIPERTENSIÓN INTRACRANEAL BENIGNA
O335;ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A FETO DEMASIADO GRANDE
D163;TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR
L218;OTRAS DERMATITIS SEBORREICAS
A047;ENTEROCOLITIS DEBIDA A CLOSTRIDIUM DIFFICILE
K567;ILEO, NO ESPECIFICADO
G379;ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA
J393;REACCIÓN DE HIPERSENSIBILIDAD DE LAS VÍAS RESPIRATORIAS SUPERIORES, SITIO NO ESPECIFICADO
J948;OTRAS AFECCIONES ESPECIFICADAS DE LA PLEURA
P808;OTRAS HIPOTERMIAS DEL RECIÉN NACIDO
R92X;HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMAGEN DE LA MAMA
M167;OTRAS COXARTROSIS SECUNDARIAS
N132;HIDRONEFROSIS CON OBSTRUCCIÓN POR CÁLCULOS DEL RIÑÓN Y DEL URÉTER
H052;AFECCIONES EXOFTÁLMICAS
H022;LAGOFTALMOS
W570;MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, EN VIVIENDA
S509;TRAUMATISMO SUPERFICIAL DEL ANTEBRAZO, NO ESPECIFICADO
O054;OTRO ABORTO, INCOMPLETO, SIN COMPLICACIÓN
Q173;OTRAS DEFORMIDADES DEL PABELLÓN AURICULAR
G440;SÍNDROME DE CEFALEA EN RACIMOS
C319;TUMOR MALIGNO DE SENO PARANASAL NO ESPECIFICADO
S528;FRACTURA DE OTRAS PARTES DEL ANTEBRAZO
M843;FRACTURA POR TENSIÓN, NO CLASIFICADA EN OTRA PARTE
H722;OTRAS PERFORACIONES MARGINALES DE LA MEMBRANA TIMPÁNICA
T171;CUERPO EXTRAÑO EN EL ORIFICIO NASAL
R291;MENINGISMO
R498;OTRAS ALTERACIONES DE LA VOZ Y LAS NO ESPECIFICADAS
B210;ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI
O231;INFECCIÓN DE LA VEJIGA URINARIA EN EL EMBARAZO
I959;HIPOTENSIÓN, NO ESPECIFICADA
S517;HERIDAS MÚLTIPLES DEL ANTEBRAZO
I509;INSUFICIENCIA CARDÍACA, NO ESPECIFICADA
N343;SÍNDROME URETRAL, NO ESPECIFICADO
Y31X;CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA
J041;TRAQUEÍTIS AGUDA
L259;DERMATITIS DE CONTACTO, FORMA Y CAUSA NO ESPECIFICADAS
N028;HEMATURIA RECURRENTE Y PERSISTENTE, OTRAS
R33X;RETENCIÓN DE ORINA
S921;FRACTURA DEL ASTRÁGALO
B178;OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS
G400;EPILEPSIA Y SÍNDROMES EPILÉPTICOS IDIOPÁTICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES DE INICIO LOCALIZADO
M722;FIBROMATOSIS DE LA APONEUROSIS PLANTAR
M228;OTROS TRASTORNOS DE LA RÓTULA
L738;OTROS TRASTORNOS FOLICULARES ESPECIFICADOS
H029;TRASTORNO DEL PÁRPADO, NO ESPECIFICADO
S830;LUXACIÓN DE LA RÓTULA
I498;OTRAS ARRITMIAS CARDÍACAS ESPECIFICADAS
M628;OTROS TRASTORNOS ESPECIFICADOS DE LOS MÚSCULOS
I620;HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMÁTICA)
O13X;HIPERTENSIÓN GESTACIONAL [INDUCIDA POR EL EMBARAZO] SIN PROTEINURIA  SIGNIFICATIVA
N609;DISPLASIA MAMARIA BENIGNA, SIN OTRA ESPECIFICACIÓN
H441;OTRAS ENDOFTALMITIS
D294;TUMOR BENIGNO DEL ESCROTO
S341;OTRO TRAUMATISMO DE LA MÉDULA ESPINAL LUMBAR
I259;ENFERMEDAD ISQUÉMICA CRÓNICA DEL CORAZÓN, NO ESPECIFICADA
R638;OTROS SÍNTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACIÓN Y A LA INGESTIÓN DE LÍQUIDOS
Y421;EFECTOS ADVERSOS DE HORMONAS TIROIDEAS Y SUSTITUTOS
E671;HIPERCAROTINEMIA
D77X;OTROS TRASTORNOS DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
R410;DESORIENTACIÓN NO ESPECIFICADA
O331;ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A ESTRECHEZ GENERAL DE LA PELVIS
D862;SARCOIDOSIS DEL PULMÓN Y DE LOS GANGLIOS LINFÁTICOS
T281;QUEMADURA DEL ESÓFAGO
F001;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDÍO (G30.1+)
C840;MICOSIS FUNGOIDE
K101;GRANULOMA CENTRAL DE CÉLULAS GIGANTES
S598;OTROS TRAUMATISMOS ESPECIFICADOS DEL ANTEBRAZO
A162;TUBERCULOSIS DEL PULMÓN, SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA
H663;OTRAS OTITIS MEDIAS CRÓNICAS SUPURATIVAS
P962;SÍNTOMAS DE ABSTINENCIA POR EL USO TERAPÉUTICO DE DROGAS EN EL RECIÉN NACIDO
L959;VASCULITIS LIMITADA A LA PIEL, SIN OTRA ESPECIFICACIÓN
T671;SÍNCOPE POR CALOR
Z102;CONTROL GENERAL DE SALUD DE RUTINA A MIEMBROS DE LAS FUERZAS ARMADAS
O334;ATENCIÓN MATERNA POR DESPROPORCIÓN FETOPELVIANA DE ORIGEN MIXTO, MATERNO Y FETAL
Q428;AUSENCIA, ATRESIA Y ESTENOSIS CONGÉNITA DE OTRAS PARTES DEL INTESTINO GRUESO
N872;DISPLASIA CERVICAL SEVERA, NO CLASIFICADA EN OTRA PARTE
S808;OTROS TRAUMATISMOS SUPERFICIALES DE LA PIERNA
C068;LESIÓN DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA
P228;OTRAS DIFICULTADES RESPIRATORIAS DEL RECIÉN NACIDO
Z733;PROBLEMAS RELACIONADOS CON EL ESTRÉS, NO CLASIFICADOS EN OTRA PARTE
M189;ARTROSIS DE LA PRIMERA ARTICULACIÓN CARPOMETACARPIANA, SIN OTRA ESPECIFICACIÓN
C435;MELANOMA MALIGNO DEL TRONCO
Q189;MALFORMACIÓN CONGÉNITA DE LA CARA Y DEL CUELLO, NO ESPECIFICADA
L858;OTROS ENGROSAMIENTOS EPIDÉRMICOS ESPECIFICADOS
Z372;GEMELOS, AMBOS NACIDOS VIVOS
C548;LESIÓN DE SITIOS CONTIGUOS DEL CUERPO DEL ÚTERO
Q772;SÍNDROME DE COSTILLA CORTA
L433;LIQUEN PLANO SUBAGUDO (ACTIVO)
O344;ATENCIÓN MATERNA POR OTRA ANORMALIDAD DEL CUELLO UTERINO
M234;CUERPO FLOTANTE EN LA RODILLA
M767;TENDINITIS PERONEAL
D300;TUMOR BENIGNO DEL RIÑÓN
T151;CUERPO EXTRAÑO EN EL SACO CONJUNTIVAL
O109;HIPERTENSIÓN PREEXISTENTE NO ESPECIFICADA, QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO
J129;NEUMONÍA VIRAL, NO ESPECIFICADA
I702;ATEROSCLEROSIS DE LAS ARTERIAS DE LOS MIEMBROS
B348;OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO
R42;MAREO Y DESVANECIMIENTO
Q614;DISPLASIA RENAL
H428;GLAUCOMA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
H590;SÍNDROME VÍTREO CONSECUTIVO A CIRUGÍA DE CATARATA
S314;HERIDA DE LA VAGINA Y DE LA VULVA
R221;TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN EL CUELLO
Q251;COARTACIÓN DE LA AORTA
S608;OTROS TRAUMATISMOS SUPERFICIALES DE LA MUÑECA Y DE LA MANO
Z315;ASESORAMIENTO GENÉTICO
E106;DIABETES MELLITUS INSULINODEPENDIENTE, CON OTRAS COMPLICACIONES ESPECIFICADAS
S625;FRACTURA DEL PULGAR
H539;ALTERACIÓN VISUAL, NO ESPECIFICADA
Z412;CIRCUNCISIÓN RITUAL O DE RUTINA
S820;FRACTURA DE LA RÓTULA
Q850;NEUROFIBROMATOSIS (NO MALIGNA)
D010;CARCINOMA IN SITU DEL COLON
C188;LESIÓN DE SITIOS CONTIGUOS DEL COLON
Z036;OBSERVACIÓN POR SOSPECHA DE EFECTOS TÓXICOS DE SUSTANCIAS INGERIDAS
N738;OTRAS ENFERMEDADES INFLAMATORIAS PÉLVICAS FEMENINAS
K098;OTROS QUISTES DE LA REGIÓN BUCAL, NO CLASIFICADOS EN OTRA PARTE
F808;OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE
C348;LESIÓN DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMÓN
D43X;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO Y DEL SISTEMA NERVIOSO CENTRAL
E804;SÍNDROME DE GILBERT
D480;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HUESO Y CARTÍLAGO ARTICULAR
L949;TRASTORNO LOCALIZADO DEL TEJIDO CONJUNTIVO, NO ESPECIFICADO
Q132;OTRAS MALFORMACIONES CONGÉNITAS DEL IRIS
T782;CHOQUE ANAFILÁCTICO, NO ESPECIFICADO
M609;MIOSITIS, NO ESPECIFICADA
N219;CÁLCULO DE LAS VÍAS URINARIAS INFERIORES, NO ESPECIFICADO
H042;EPÍFORA
I972;SÍNDROME DE LINFEDEMA POSTMASTECTOMÍA
D289;TUMOR BENIGNO DE ÓRGANO GENITAL FEMENINO, SITIO NO ESPECIFICADO
B160;HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), CON COMA HEPÁTICO
O992;ENFERMEDADES ENDOCRINAS, DE LA NUTRICIÓN Y DEL METABOLISMO QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO
L649;ALOPECIA ANDRÓGENA, NO ESPECIFICADA
I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL
S821;FRACTURA DE LA EPÍFISIS SUPERIOR DE LA TIBIA
S217;HERIDA MÚLTIPLE DE LA PARED TORÁCICA
O141;PREECLAMPSIA SEVERA
Y792;DISPOSITIVOS ORTOPÉDICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS PROTÉSICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
D176;TUMOR BENIGNO LIPOMATOSO DEL CORDÓN ESPERMÁTICO
M190;ARTROSIS PRIMARIA DE OTRAS ARTICULACIONES
I878;OTROS TRASTORNOS VENOSOS ESPECIFICADOS
S960;TRAUMATISMO DEL TENDÓN Y MÚSCULO DEL FLEXOR LARGO DEL DEDO A NIVEL DEL PIE Y DEL TOBILLO
Z370;NACIDO VIVO, ÚNICO
F410;TRASTORNO DE PÁNICO [ANSIEDAD PAROXÍSTICA EPISÓDICA]
J341;QUISTE Y MUCOCELE DE SENO PARANASAL
L609;TRASTORNO DE LA UÑA, NO ESPECIFICADO
N921;MENSTRUACIÓN EXCESIVA Y FRECUENTE CON CICLO IRREGULAR
P239;NEUMONÍA CONGÉNITA, ORGANISMO NO ESPECIFICADO
R042;HEMOPTISIS
H352;OTRAS RETINOPATÍAS PROLIFERATIVAS
K658;OTRAS PERITONITIS
G710;DISTROFIA MUSCULAR
L45X;TRASTORNOS PAPULOESCAMOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
T230;QUEMADURA DE LA MUÑECA Y DE LA MANO, GRADO NO ESPECIFICADO
M724;FIBROMATOSIS SEUDOSARCOMATOSA
M153;ARTROSIS SECUNDARIA MÚLTIPLE
M949;TRASTORNO DEL CARTÍLAGO, NO ESPECIFICADO
T854;COMPLICACIÓN MECÁNICA DE PRÓTESIS E IMPLANTE DE MAMA
H509;ESTRABISMO, NO ESPECIFICADO
C62X;TUMOR MALIGNO DEL TESTÍCULO
S825;FRACTURA DEL MALÉOLO INTERNO
S624;FRACTURAS MÚLTIPLES DE HUESOS METACARPIANOS
E784;OTRA HIPERLIPIDEMIA
H262;CATARATA COMPLICADA
G370;ESCLEROSIS DIFUSA
C506;TUMOR MALIGNO DE LA PROLONGACIÓN AXILAR DE LA MAMA
B238;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS
Z431;ATENCIÓN DE GASTROSTOMÍA
O089;COMPLICACIÓN NO ESPECIFICADA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR
P361;SEPSIS DEL RECIÉN NACIDO DEBIDA A OTROS ESTREPTOCOCOS Y A LOS NO ESPECIFICADOS
I728;ANEURISMA DE OTRAS ARTERIAS ESPECIFICADAS
M790;REUMATISMO, NO ESPECIFICADO
I789;ENFERMEDAD DE LOS VASOS CAPILARES, NO ESPECIFICADA
C782;TUMOR MALIGNO SECUNDARIO DE LA PLEURA
J411;BRONQUITIS CRÓNICA MUCOPURULENTA
P071;OTRO PESO BAJO AL NACER
Q542;HIPOSPADIAS PENOSCROTAL
K469;HERNIA ABDOMINAL NO ESPECIFICADA, SIN OBSTRUCCIÓN NI GANGRENA
C482;TUMOR MALIGNO DEL PERITONEO, SIN OTRA ESPECIFICACIÓN
O267;SUBLUXACIÓN DE LA SÍNFISIS (DEL PUBIS) EN EL EMBARAZO, EL PARTO Y EL PUERPERIO
C827;OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN FOLICULAR
D033;MELANOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA
C433;MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA
D613;ANEMIA APLÁSTICA IDIOPÁTICA
I840;HEMORROIDES INTERNAS TROMBOSADAS
M926;OSTEOCONDROSIS JUVENIL DEL TARSO
F33X;TRASTORNO DEPRESIVO RECURRENTE
Q650;LUXACIÓN CONGÉNITA DE LA CADERA, UNILATERAL
D414;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA VEJIGA
H252;CATARATA SENIL, TIPO MORGAGNIAN
S897;TRAUMATISMOS MÚLTIPLES DE LA PIERNA
I270;HIPERTENSIÓN PULMONAR PRIMARIA
N009;SÍNDROME NEFRÍTICO AGUDO, NO ESPECIFICADA
A46X;ERISIPELA
J392;OTRAS ENFERMEDADES DE LA FARINGE
T192;CUERPO EXTRAÑO EN LA VULVA Y EN LA VAGINA
K287;ULCERA GASTROYEYUNAL, CRÓNICA SIN HEMORRAGIA NI PERFORACIÓN
T16;CUERPO EXTRAÑO EN EL OÍDO
Z003;EXAMEN DEL ESTADO DE DESARROLLO DEL ADOLESCENTE
H690;DISTENSIÓN DE LA TROMPA DE EUSTAQUIO
M510;TRASTORNOS DE DISCOS INTERVERTEBRALES LUMBARES Y OTROS, CON MIELOPATÍA (G99.2*)
H021;ECTROPIÓN DEL PÁRPADO
H800;OTOSCLEROSIS QUE AFECTA LA VENTANA OVAL, NO OBLITERANTE
F320;EPISODIO DEPRESIVO LEVE
C229;TUMOR MALIGNO DEL HÍGADO, NO ESPECIFICADO
T842;COMPLICACIÓN MECÁNICA DE DISPOSITIVO DE FIJACIÓN INTERNA DE OTROS HUESOS
H546;DISMINUCIÓN INDETERMINADA DE LA AGUDEZA VISUAL DE UN OJO
C01X;TUMOR MALIGNO DE LA BASE DE LA LENGUA
R010;SOPLOS CARDÍACOS BENIGNOS O INOCENTES
M170;GONARTROSIS PRIMARIA, BILATERAL
Z540;CONVALECENCIA CONSECUTIVA A CIRUGÍA
E061;TIROIDITIS SUBAGUDA
J381;PÓLIPO DE LAS CUERDAS VOCALES Y DE LA LARINGE
L83X;ACANTOSIS NIGRICANS
C252;TUMOR MALIGNO DE LA COLA DEL PÁNCREAS
S840;TRAUMATISMO DEL NERVIO TIBIAL A NIVEL DE LA PIERNA
E162;HIPOGLICEMIA, NO ESPECIFICADA
C491;TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO
I729;ANEURISMA DE SITIO NO ESPECIFICADO
J128;NEUMONÍA DEBIDA A OTROS VIRUS
G454;AMNESIA GLOBAL TRANSITORIA
